## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.source,entity.publishedDate,entity.author,entity.tags,entity.readTime
"bbc-2026-09-06-dozens-feared-trapped-in-collapsed-building-in-delhi","Dozens feared trapped in collapsed building in Delhi","world","As many as 50 people are thought to have been inside the five-storey hostel when it came down.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/a286/live/1c93d200-a9f4-11f1-a291-b542ee92de7c.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-dozens-feared-trapped-in-collapsed-building-in-delhi","1","0","BBC","2026-09-06","","","1"
"techcrunch-2026-09-06-travis-kalanick-s-atoms-might-be-getting-into-the-robotaxi-b","Travis Kalanick’s Atoms might be getting into the robotaxi business","tech","The Uber founder has said that Atoms will allow him to complete ""unfinished business.""","https://techcrunch.com/wp-content/uploads/2026/08/travis-kalanick-fii.jpg?resize=1200,800","0","https://chronicle-bice.vercel.app/article/techcrunch-2026-09-06-travis-kalanick-s-atoms-might-be-getting-into-the-robotaxi-b","1","0","TechCrunch","2026-09-06","Anthony Ha","","1"
"bbc-2026-09-06-jamaica-to-bring-slavery-reparations-petition-to-king-charle","Jamaica to bring slavery reparations petition to King Charles","world","The King will be asked to refer three questions to the Judicial Committee of the Privy Council.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/1117/live/e61ec6c0-a9fe-11f1-921b-6365210e1c9d.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-jamaica-to-bring-slavery-reparations-petition-to-king-charle","1","0","BBC","2026-09-06","","","2"
"bbc-2026-09-06-minister-to-meet-jaguar-land-rover-boss-as-thousands-of-job-","Minister to meet Jaguar Land Rover boss as thousands of job cuts expected","world","Speaking to the BBC, Business Secretary Jonathan Reynolds ruled out a bailout for the company.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/29df/live/f5cf25f0-984e-11f0-b742-5374a6e86615.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-minister-to-meet-jaguar-land-rover-boss-as-thousands-of-job-","1","0","BBC","2026-09-06","","","4"
"theverge-2026-09-06-boox-s-tiny-picco-e-reader-should-land-in-november","Boox’s tiny Picco e-reader should land in November","tech","Boox teased the Picco, its take on the buzzy Xteink X4 e-reader, back in July, but provided almost no details. Now, thanks to some reporting out of IFA, we've got a bit more info, though sadly still no price. Unlike the Xteink devices, the Picco will not have magnets on the back for attaching to a phone. The 3.97-inch e-paper display, however, will be touchscreen, which The Verge's Andrew Liszewsk","https://platform.theverge.com/wp-content/uploads/sites/2/2026/07/Onyx-Boox-Picco-1.jpeg?quality=90&strip=all&crop=0,31.646199642026,100,39.267015706806","0","https://chronicle-bice.vercel.app/article/theverge-2026-09-06-boox-s-tiny-picco-e-reader-should-land-in-november","1","0","The Verge","2026-09-06","Terrence O’Brien","Gadgets,News,Tech","1"
"bbc-2026-09-06-dunkley-century-helps-england-sweep-ireland-3-0","Dunkley century helps England sweep Ireland 3-0","world","Sophia Dunkley hits 119 as England end their international summer with a 114-run thrashing of Ireland at Worcester.","https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/73bd/live/61675350-a9f1-11f1-b109-879e35c24276.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-dunkley-century-helps-england-sweep-ireland-3-0","1","0","BBC","2026-09-06","","","4"
"hackernews-2026-09-06-research-carried-out-using-netbsd","Research carried out using NetBSD","tech","Article URL: https://www.netbsd.org/gallery/research.html Comments URL: https://news.ycombinator.com/item?id=49587903 Points: 76 # Comments: 18","","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-research-carried-out-using-netbsd","1","0","Hacker News","2026-09-06","Bluestein","","7"
"techcrunch-2026-09-06-techcrunch-mobility-tesla-cybercab-hits-the-road-and-a-snag","TechCrunch Mobility: Tesla Cybercab hits the road — and a snag","tech","Welcome back to TechCrunch Mobility, your hub for the future of transportation and now, more than ever, the role AI is playing in it.","https://techcrunch.com/wp-content/uploads/2026/09/tesla-cybercab-street-getty.jpg?resize=1200,800","0","https://chronicle-bice.vercel.app/article/techcrunch-2026-09-06-techcrunch-mobility-tesla-cybercab-hits-the-road-and-a-snag","1","0","TechCrunch","2026-09-06","Kirsten Korosec","","5"
"bbc-2026-09-06-volcano-eruption-leaves-170-000-passengers-stranded-in-indon","Volcano eruption leaves 170,000 passengers stranded in Indonesia","world","More than 170,000 airline passengers are stranded after ash was detected in airspace near Jakarta following the eruptions.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/9193/live/bc786310-a9bf-11f1-a47c-49756d8d78ae.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-volcano-eruption-leaves-170-000-passengers-stranded-in-indon","1","0","BBC","2026-09-06","","","1"
"hackernews-2026-09-06-netbsd-9-5-released-and-eol-for-netbsd-9","NetBSD 9.5 released and EOL for NetBSD-9","tech","Article URL: https://blog.netbsd.org/tnf/entry/netbsd_9_5_released_and Comments URL: https://news.ycombinator.com/item?id=49587636 Points: 106 # Comments: 7","","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-netbsd-9-5-released-and-eol-for-netbsd-9","1","0","Hacker News","2026-09-06","jaypatelani","","1"
"hackernews-2026-09-06-recreating-minecraft-is-not-a-benchmark","Recreating Minecraft Is Not a Benchmark","tech","Article URL: https://kuber.studio/blog/Reflections/Recreating-Minecraft-is-Not-a-Benchmark Comments URL: https://news.ycombinator.com/item?id=49587040 Points: 45 # Comments: 31","https://kuber.studio/blog/static/social-images/content-Reflections-Recreating Minecraft is Not a Benchmark.md.webp","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-recreating-minecraft-is-not-a-benchmark","1","0","Hacker News","2026-09-06","kuberwastaken","","2"
"hackernews-2026-09-06-show-hn-kad-open-source-habit-tracker-with-non-binary-habit-","Show HN: Kadō – open-source habit tracker, with non-binary habit score, for iOS","tech","Article URL: https://github.com/scastiel/kado Comments URL: https://news.ycombinator.com/item?id=49586902 Points: 43 # Comments: 27","https://opengraph.githubassets.com/f241352f4973f9f4485f0326a2b2210a288c2629c5fcae15f7a2a9f834a3c9c7/scastiel/kado","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-show-hn-kad-open-source-habit-tracker-with-non-binary-habit-","1","0","Hacker News","2026-09-06","scastiel","","6"
"hackernews-2026-09-06-a-i-shuts-down","A/I shuts down","tech","Article URL: https://keepitfree.ai/announcements/a/i-shuts-down-stay-human/ Comments URL: https://news.ycombinator.com/item?id=49586898 Points: 526 # Comments: 407","","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-a-i-shuts-down","1","0","Hacker News","2026-09-06","captainmuon","","2"
"hackernews-2026-09-06-asahi-linux-on-m3","Asahi Linux on M3","tech","https://www.phoronix.com/news/Asahi-Linux-Official-M3 Comments URL: https://news.ycombinator.com/item?id=49586698 Points: 358 # Comments: 198","https://asahilinux.org/img/AsahiLinux_logomark_256px.png","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-asahi-linux-on-m3","1","0","Hacker News","2026-09-06","mdp2021","","2"
"hackernews-2026-09-06-asahi-linux-now-officially-supports-apple-m3-macs-with-cavea","Asahi Linux Now Officially Supports Apple M3 Macs – With Caveats","tech","Article URL: https://www.phoronix.com/news/Asahi-Linux-Official-M3 Comments URL: https://news.ycombinator.com/item?id=49586698 Points: 203 # Comments: 129","https://www.phoronix.net/image.php?id=2026&image=m3_macs","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-asahi-linux-now-officially-supports-apple-m3-macs-with-cavea","1","0","Hacker News","2026-09-06","mdp2021","","1"
"bbc-2026-09-06-vardy-joins-burnley-on-season-long-contract","Vardy joins Burnley on season-long contract","world","Former Leicester City and England striker Jamie Vardy joins Burnley until the end of the season.","https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/164d/live/5a01edb0-a9fa-11f1-921b-6365210e1c9d.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-vardy-joins-burnley-on-season-long-contract","1","0","BBC","2026-09-06","","","1"
"bbc-2026-09-06-fifa-president-infantino-will-stand-for-re-election","Fifa president Infantino will stand for re-election","world","Fifa president Gianni Infantino will stand for re-election in March, the world governing body has confirmed.","https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/96b8/live/e7bc1650-a9ee-11f1-921b-6365210e1c9d.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-fifa-president-infantino-will-stand-for-re-election","1","0","BBC","2026-09-06","","","1"
"hackernews-2026-09-06-i-m-teaching-an-introductory-12-week-course-on-quantum-oracl","I'm teaching an introductory 12 week course on Quantum Oracle Engineering","tech","Article URL: https://shukla.io/quantum-oracle-engineering/ Comments URL: https://news.ycombinator.com/item?id=49586151 Points: 39 # Comments: 15","https://shukla.io/quantum-oracle-engineering/img/myth01.png","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-i-m-teaching-an-introductory-12-week-course-on-quantum-oracl","1","0","Hacker News","2026-09-06","BinRoo","","2"
"theverge-2026-09-06-the-fairphone-6-plus-is-the-midrange-phone-we-desperately-ne","The Fairphone 6 Plus is the midrange phone we desperately needed","tech","Repairability rules.	  The Fairphone 6 Plus feels like an extremely average midrange Android phone and I couldn't be more thrilled. The mission has always been admirable. Fairphone seeks out ethically sourced materials and offers a high degree of repairability for its devices. But the phones themselves required a lot of sacrifices, like putting up with underpowered processors and bad cameras, in o","https://platform.theverge.com/wp-content/uploads/sites/2/2026/09/268725_Fairphone_6_Plus_review_AJohnson_0001.jpg?quality=90&strip=all&crop=0,10.723165084465,100,78.55366983107","0","https://chronicle-bice.vercel.app/article/theverge-2026-09-06-the-fairphone-6-plus-is-the-midrange-phone-we-desperately-ne","1","0","The Verge","2026-09-06","Allison Johnson","Gadgets,Mobile,Phone Reviews,Reviews,Tech","8"
"theverge-2026-09-06-competitive-pok-mon-is-on-phones-now-but-you-still-need-a-sw","Competitive Pokémon is on phones now, but you still need a Switch to become a champion","tech","To get started with competitive Pokémon battles, all you need is your phone. But to compete at the highest level, like at the Pokémon World Championships, you're going to need a Switch. And there doesn't seem to be a good reason why. Battle simulator Pokémon Champions originally launched on the Switch and Switch 2 in April, with the mobile version following in June. The experience is nearly identi","https://platform.theverge.com/wp-content/uploads/sites/2/2026/09/IMG_4405_91ad42.jpg?quality=90&strip=all&crop=0,3.6786993662166,100,92.642601267567","0","https://chronicle-bice.vercel.app/article/theverge-2026-09-06-competitive-pok-mon-is-on-phones-now-but-you-still-need-a-sw","1","0","The Verge","2026-09-06","Kallie Plagge","Entertainment,Gaming,Pokemon,Report","6"
"hackernews-2026-09-06-schemy-lisp-en-dos","Schemy Lisp En DOS","tech","Article URL: https://sled.neocities.org/ Comments URL: https://news.ycombinator.com/item?id=49586139 Points: 11 # Comments: 0","","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-schemy-lisp-en-dos","1","0","Hacker News","2026-09-06","AlexeyBrin","","17"
"hackernews-2026-09-06-2026-hugo-awards","2026 Hugo Awards","tech","Article URL: https://www.thehugoawards.org/ Comments URL: https://news.ycombinator.com/item?id=49586005 Points: 18 # Comments: 1","https://www.thehugoawards.org/wp-content/uploads/2019/09/cropped-cropped-hugo_sm.jpg","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-2026-hugo-awards","1","0","Hacker News","2026-09-06","signa11","","10"
"bbc-2026-09-06-green-party-deputy-leader-linked-to-property-lets-despite-op","Green Party deputy leader linked to property lets despite opposition to landlords","world","Mothin Ali, is linked to two rental properties via his company, but does not appear to profit from them.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/0af4/live/1fdfa5d0-a9ed-11f1-a291-b542ee92de7c.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-green-party-deputy-leader-linked-to-property-lets-despite-op","1","0","BBC","2026-09-06","","","3"
"hackernews-2026-09-06-the-pencil-case-model-of-creativity","The pencil case model of creativity","tech","Article URL: https://dub.uu.nl/en/column/pencil-case-model-creativity Comments URL: https://news.ycombinator.com/item?id=49585703 Points: 49 # Comments: 15","https://dub.uu.nl/sites/default/files/styles/large/public/media/images/Isabella-Saccardi-Staff-pov-EN-003.jpg?itok=oijEYuhD","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-the-pencil-case-model-of-creativity","1","0","Hacker News","2026-09-06","jruohonen","","2"
"bbc-2026-09-06-fuel-duty-proposal-withdrawn-after-discussions","Fuel duty proposal withdrawn after discussions","business","Deputy Lucy Stephenson had wanted to cut the tax by 10p a litre for three months.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/1594/live/860aa170-a9e3-11f1-803f-7f2a9199ddc4.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-fuel-duty-proposal-withdrawn-after-discussions","1","0","BBC","2026-09-06","","","1"
"theverge-2026-09-06-diy-plug-in-solar-gains-momentum-in-the-us","DIY plug-in solar gains momentum in the US","tech","EcoFlow’s high-end, weatherproof, plug-in solar kit with integrated battery. | Image: EcoFlow	  This is The Stepback, a weekly newsletter breaking down one essential story from the tech world. For more on e-bikes, power stations, and how to work anywhere, follow Thomas Ricker. The Stepback arrives in our subscribers' inboxes at 8AM ET. Opt in for The Stepback here. How it started With a deep breat","https://platform.theverge.com/wp-content/uploads/sites/2/2026/09/banner.jpg?quality=90&strip=all&crop=0,3.4613147178592,100,93.077370564282","0","https://chronicle-bice.vercel.app/article/theverge-2026-09-06-diy-plug-in-solar-gains-momentum-in-the-us","1","0","The Verge","2026-09-06","Thomas Ricker","Column,Energy,Science,Tech,The Stepback","6"
"hackernews-2026-09-06-your-intellectual-fly-is-open-when-you-use-an-llm-to-author-","Your intellectual fly is open when you use an LLM to author a post (2025)","tech","Article URL: https://bcantrill.dtrace.org/2025/12/05/your-intellectual-fly-is-open/ Comments URL: https://news.ycombinator.com/item?id=49585644 Points: 527 # Comments: 342","","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-your-intellectual-fly-is-open-when-you-use-an-llm-to-author-","1","0","Hacker News","2026-09-06","cyb0rg0","","2"
"hackernews-2026-09-06-doomscrolling-ourselves-to-death","Doomscrolling Ourselves to Death","tech","Article URL: https://www.edwest.co.uk/p/doomscrolling-ourselves-to-death Comments URL: https://news.ycombinator.com/item?id=49585627 Points: 276 # Comments: 190","https://substackcdn.com/image/fetch/$s_!feJo!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F94fac428-a214-4f93-a506-c4d6a4918bb5_642x982.png","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-doomscrolling-ourselves-to-death","1","0","Hacker News","2026-09-06","shubhamjain","","14"
"hackernews-2026-09-06-new-all-in-one-6502-computer-neo6502kbd","New all in one 6502 computer (Neo6502kbd)","tech","Article URL: https://olimex.wordpress.com/2026/09/04/new-open-source-hardware-variant-of-neo6502-now-includes-keyboard-4-usb-hosts-uext-power-switch-and-usb-c-for-power-and-programming-all-in-one-keyboard-body/ Comments URL: https://news.ycombinator.com/item?id=49585605 Points: 23 # Comments: 11","https://olimex.wordpress.com/wp-content/uploads/2026/09/neo6502kbd-4.jpg","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-new-all-in-one-6502-computer-neo6502kbd","1","0","Hacker News","2026-09-06","AlexeyBrin","","1"
"bbc-2026-09-06-how-new-is-andy-burnham-s-labour","How New Is Andy Burnham’s Labour?","world","The new chancellor prepares a speech as the PM tries to seperate the party from the past.","https://ichef.bbci.co.uk/images/ic/1024x576/p0l7jnbt.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-how-new-is-andy-burnham-s-labour","1","0","BBC","2026-09-06","","","2"
"bbc-2026-09-06-police-slow-to-respond-to-dover-protest-says-council-boss","Police slow to respond to Dover protest, says council boss","world","The ""exceptionally well organised"" protest ""caught several agencies on the hoof"", the leader says.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/fdf3/live/eadd6010-a9d9-11f1-803f-7f2a9199ddc4.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-police-slow-to-respond-to-dover-protest-says-council-boss","1","0","BBC","2026-09-06","","","3"
"hackernews-2026-09-06-i-changed-my-license","I Changed My License","tech","Article URL: https://bergie.iki.fi/blog/eupl/ Comments URL: https://news.ycombinator.com/item?id=49585161 Points: 106 # Comments: 122","https://d2vqpl3tx84ay5.cloudfront.net/2026/EU-flags.jpg","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-i-changed-my-license","1","0","Hacker News","2026-09-06","jllyhill","","2"
"bbc-2026-09-06-royal-navy-aircraft-carrier-departs-for-training","Royal Navy aircraft carrier departs for training","world","HMS Queen Elizabeth left Portsmouth Naval Base at about 18:20 BST on Saturday.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/b6b2/live/175c5870-a9c7-11f1-aa17-d79aec794b2a.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-royal-navy-aircraft-carrier-departs-for-training","1","0","BBC","2026-09-06","","","1"
"bbc-2026-09-06-nigel-farage-tells-bbc-he-wasn-t-listening-during-foreign-do","Nigel Farage tells BBC he 'wasn't listening' during foreign donor talks filmed undercover","world","The Reform leader also told the BBC's Laura Kuenssberg that his family are ""begging"" him to leave his job.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/0f9f/live/940c2cb0-a936-11f1-aed2-8d6da8d75094.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-nigel-farage-tells-bbc-he-wasn-t-listening-during-foreign-do","1","0","BBC","2026-09-06","","","6"
"hackernews-2026-09-06-you-don-t-have-a-right-to-safe-drinking-water-us-court-rules","You Don't Have a Right to Safe Drinking Water, US Court Rules","tech","Article URL: https://www.motherjones.com/politics/2026/09/drinking-water-mississippi-lawsuit/ Comments URL: https://news.ycombinator.com/item?id=49584637 Points: 43 # Comments: 5","https://www.motherjones.com/wp-content/uploads/2026/09/jackson-ms-resized.jpg?w=1200&h=630&crop=1","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-you-don-t-have-a-right-to-safe-drinking-water-us-court-rules","1","0","Hacker News","2026-09-06","vrganj","","3"
"bbc-2026-09-06-tv-presenter-among-12-sentenced-to-death-in-egypt-drugs-case","TV presenter among 12 sentenced to death in Egypt drugs case","world","Sarah Khalifa is best known for her TV programme Mission Impossible which dealt with crime issues.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/6328/live/f1a48620-a95d-11f1-99c3-dba02712eb49.png","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-tv-presenter-among-12-sentenced-to-death-in-egypt-drugs-case","1","0","BBC","2026-09-06","","","1"
"hackernews-2026-09-06-play-gta-vice-city-in-the-browser","Play GTA Vice City in the Browser","tech","Article URL: https://quenq.com/apps/vice-city-online/ Comments URL: https://news.ycombinator.com/item?id=49584123 Points: 41 # Comments: 17","https://quenq.com/apps/vc-web/preview.jpg","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-play-gta-vice-city-in-the-browser","1","0","Hacker News","2026-09-06","rzk","","2"
"hackernews-2026-09-06-isar-aerospace-reaches-orbit-and-deploys-payloads-on-second-","Isar Aerospace reaches orbit and deploys payloads on second flight","tech","Article URL: https://isaraerospace.com/press/history-for-european-spaceflight-isar-aerospace-reaches-orbit-and-deploys-payloads-on-second-flight Comments URL: https://news.ycombinator.com/item?id=49584083 Points: 473 # Comments: 149","https://www.isaraerospace.com/images/_1200x630_crop_center-center_none/social-media-image@1200x627.jpg","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-isar-aerospace-reaches-orbit-and-deploys-payloads-on-second-","1","0","Hacker News","2026-09-06","mpweiher","","3"
"bbc-2026-09-06-city-plan-change-sought-to-protect-tower-of-london","City plan change sought to protect Tower of London","world","Historic England is seeking changes to the Corporation's draft City Plan on development locations.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/f279/live/ace0f3d0-a772-11f1-993c-a325009c1935.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-city-plan-change-sought-to-protect-tower-of-london","1","0","BBC","2026-09-06","","","2"
"bbc-2026-09-06-apologies-after-diana-fountain-shut-all-summer-by-technical-","Apologies after Diana fountain shut all summer by technical fault","world","The Diana Memorial Fountain remains closed following a sequence of technical faults.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/8a4c/live/1db64540-a7c0-11f1-b5cf-8556ae508a51.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-apologies-after-diana-fountain-shut-all-summer-by-technical-","1","0","BBC","2026-09-06","","","1"
"bbc-2026-09-06-we-feel-abandoned-by-police-a-community-s-despair-after-mont","'We feel abandoned by police': A community's despair after months of crime","world","A crimewave in part of Birmingham over several months leaves residents asking who is in control.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/c2c6/live/b1bc7cb0-a94a-11f1-b109-879e35c24276.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-we-feel-abandoned-by-police-a-community-s-despair-after-mont","1","0","BBC","2026-09-06","","","8"
"bbc-2026-09-06-taylor-s-place-among-greats-set-in-stone-after-extraordinary","Taylor's place among greats set in stone after extraordinary swansong","world","Fairytale endings in boxing are a rarity, but Irish icon Katie Taylor sails off into the sunset after the most perfect of farewells at Dublin's towering Croke Park.","https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/bfeb/live/72d2bfe0-a978-11f1-a3cc-2dbad543879e.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-taylor-s-place-among-greats-set-in-stone-after-extraordinary","1","0","BBC","2026-09-06","","","6"
"bbc-2026-09-06-i-brushed-off-my-sore-throat-as-a-hangover-but-it-turned-int","I brushed off my sore throat as a hangover, but it turned into sepsis","world","Doctors told Elle Black if she had gone to hospital later the outcome could have been quite different.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/746d/live/f6018bc0-a96a-11f1-b850-096ea2f533db.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-i-brushed-off-my-sore-throat-as-a-hangover-but-it-turned-int","1","0","BBC","2026-09-06","","","4"
"bbc-2026-09-06-temperatures-could-climb-to-28c-in-late-burst-of-warmth","Temperatures could climb to 28C in late burst of warmth","world","A summer-like day is in store for some on Sunday with above average temperatures, but the heat will be short-lived.","https://ichef.bbci.co.uk/ace/branded_weather/1200/cpsprodpb/82c5/live/7a900fb0-a952-11f1-adf0-6d46cbf5ba37.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-temperatures-could-climb-to-28c-in-late-burst-of-warmth","1","0","BBC","2026-09-06","","","3"
"hackernews-2026-09-06-amd-based-freebsd-desktop-reloaded","AMD Based FreeBSD Desktop Reloaded","tech","Article URL: https://vermaden.wordpress.com/2026/09/06/amd-based-freebsd-desktop-reloaded/ Comments URL: https://news.ycombinator.com/item?id=49582719 Points: 85 # Comments: 9","https://vermaden.wordpress.com/wp-content/uploads/2026/09/pc-builder.png","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-amd-based-freebsd-desktop-reloaded","1","0","Hacker News","2026-09-06","vermaden","","13"
"hackernews-2026-09-06-ai-tools-and-transformation","AI, Tools and Transformation","tech","Article URL: https://www.ben-evans.com/benedictevans/2026/9/3/ai-tools-and-transformation Comments URL: https://news.ycombinator.com/item?id=49582656 Points: 103 # Comments: 45","","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-ai-tools-and-transformation","1","0","Hacker News","2026-09-06","firexcy","","12"
"hackernews-2026-09-06-gpt-6-astra-on-robot-arms","GPT-6 Astra on robot arms","tech","Article URL: https://openai.robocurve.org/gpt-6-astra/ Comments URL: https://news.ycombinator.com/item?id=49582582 Points: 180 # Comments: 136","https://openai.robocurve.org/gpt-6-astra/og.jpg","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-gpt-6-astra-on-robot-arms","1","0","Hacker News","2026-09-06","Anon84","","3"
"bbc-2026-09-06-us-envoys-meet-putin-in-moscow-for-ukraine-talks","US envoys meet Putin in Moscow for Ukraine talks","world","Footage shows Vladimir Putin greeting Steve Witkoff and Jared Kushner, before saying the current situation ""is not so easy"".","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/4d7d/live/1a5083e0-a953-11f1-adf0-6d46cbf5ba37.png","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-us-envoys-meet-putin-in-moscow-for-ukraine-talks","1","0","BBC","2026-09-06","","","4"
"bbc-2026-09-06-natalie-imbruglia-on-her-worst-audition-i-remember-feeling-i","Natalie Imbruglia on her worst audition: 'I remember feeling icky'","world","The pop star talks about new music, stage fright, conspiracy theories and awkward auditions.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/eb5d/live/4c098a70-a797-11f1-b64a-71b1e45ff5c7.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-natalie-imbruglia-on-her-worst-audition-i-remember-feeling-i","1","0","BBC","2026-09-06","","","7"
"bbc-2026-09-06-why-munya-chawawa-is-jumping-ship-from-socials-to-shakespear","Why Munya Chawawa is 'jumping ship' from socials to Shakespeare","world","The comedian is making his stage acting debut and says he wants to move away from social content.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/72ef/live/2168d460-a6ac-11f1-b048-153395f36aa1.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-why-munya-chawawa-is-jumping-ship-from-socials-to-shakespear","1","0","BBC","2026-09-06","","","7"
"bbc-2026-09-06-the-next-james-bond-the-00-7-questions-fans-want-answered","The next James Bond: The (00)7 questions fans want answered","world","Speculation has been building recently that an announcement about Daniel Craig's successor could be close.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/7ff0/live/291c78c0-a85e-11f1-aed2-8d6da8d75094.png","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-06-the-next-james-bond-the-00-7-questions-fans-want-answered","1","0","BBC","2026-09-06","","","8"
"hackernews-2026-09-06-cloud-in-a-bottle-making-self-hosting-accessible-to-everyone","Cloud in a Bottle: making self-hosting accessible to everyone","tech","Article URL: https://cloudinabottle.org/blog/launch-post Comments URL: https://news.ycombinator.com/item?id=49582000 Points: 574 # Comments: 282","https://cloudinabottle.org/static/img/social-card.png","0","https://chronicle-bice.vercel.app/article/hackernews-2026-09-06-cloud-in-a-bottle-making-self-hosting-accessible-to-everyone","1","0","Hacker News","2026-09-06","zplizzi","","4"
"bbc-2026-09-05-majority-russian-speaking-city-in-ukraine-considers-language","Majority Russian-speaking city in Ukraine considers language ban in the arts","world","Ukraine's third-biggest city Odesa decides this week whether to ban Russian-language content in music and literature in public.","https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/5fec/live/5ccc6200-a87e-11f1-824a-0fc4c5d895ae.jpg","0","https://chronicle-bice.vercel.app/article/bbc-2026-09-05-majority-russian-speaking-city-in-ukraine-considers-language","1","0","BBC","2026-09-05","","","5"
